Airline,Date_of_Journey,Source,Dep_Time,Destination,Class,Price
Jet Airways,6/06/2019,Delhi,09:00,Cochin,0,14714
Vistara Premium economy,03/03/2019,Banglore,16:00,New Delhi,0,11793
Multiple carriers,15/05/2019,Delhi,11:30,Cochin,0,14323
SpiceJet,9/04/2019,Banglore,21:10,Delhi,0,3971
Vistara,6/05/2019,Kolkata,20:20,Banglore,0,8452
Vistara,12/04/2019,Banglore,07:00,Delhi,0,5403
Multiple carriers,9/05/2019,Delhi,10:00,Cochin,0,13727
Air India,1/04/2019,Kolkata,10:00,Banglore,0,12639
Jet Airways,18/04/2019,Banglore,15:15,Delhi,0,5198
Vistara,1/06/2019,Banglore,19:30,Delhi,0,4878
Jet Airways,18/05/2019,Delhi,19:45,Cochin,0,12373
Multiple carriers,3/03/2019,Delhi,07:10,Cochin,0,8552
Vistara,21/04/2019,Delhi,14:40,Cochin,0,6741
Multiple carriers,9/04/2019,Delhi,12:50,Cochin,0,6481
Multiple carriers,6/06/2019,Delhi,10:35,Cochin,0,7354
Air India,21/04/2019,Banglore,21:05,Delhi,0,5228
Jet Airways,12/05/2019,Kolkata,08:25,Banglore,0,10844
IndiGo,18/05/2019,Delhi,06:50,Cochin,0,6347
Air India,15/03/2019,Banglore,08:15,New Delhi,0,5013
Jet Airways,9/06/2019,Kolkata,18:55,Banglore,0,9663
IndiGo,6/04/2019,Banglore,18:25,Delhi,0,4823
Air India,24/06/2019,Delhi,16:55,Cochin,0,13381
SpiceJet,1/06/2019,Chennai,09:45,Kolkata,0,3543
Jet Airways,15/05/2019,Kolkata,18:55,Banglore,0,9663
Jet Airways,1/04/2019,Kolkata,18:55,Banglore,0,7064
Jet Airways,9/06/2019,Delhi,07:05,Cochin,0,10262
Air India,1/06/2019,Delhi,10:55,Cochin,0,13013
Jet Airways,27/06/2019,Delhi,19:10,Cochin,0,15339
GoAir,18/04/2019,Banglore,11:40,Delhi,0,4937
IndiGo,6/06/2019,Delhi,05:05,Cochin,0,6818
Air India,18/05/2019,Delhi,22:00,Cochin,0,10441
Jet Airways,3/04/2019,Delhi,14:00,Cochin,0,5177
IndiGo,27/06/2019,Chennai,11:35,Kolkata,0,3858
IndiGo,18/05/2019,Kolkata,21:00,Banglore,0,6534
Multiple carriers,15/06/2019,Delhi,10:20,Cochin,0,6795
Multiple carriers,3/06/2019,Delhi,07:30,Cochin,0,9736
Jet Airways,1/05/2019,Banglore,19:50,Delhi,0,7229
SpiceJet,24/04/2019,Delhi,17:55,Cochin,0,4957
IndiGo,09/03/2019,Banglore,06:00,New Delhi,0,7648
SpiceJet,15/06/2019,Kolkata,14:55,Banglore,0,3873
Jet Airways,12/05/2019,Kolkata,18:55,Banglore,0,14388
IndiGo,6/03/2019,Kolkata,17:15,Banglore,0,5618
Multiple carriers,9/06/2019,Delhi,19:00,Cochin,0,7408
Air Asia,3/03/2019,Delhi,16:45,Cochin,0,13774
Vistara,3/05/2019,Banglore,07:00,Delhi,0,4668
Jet Airways,21/03/2019,Delhi,18:20,Cochin,0,13082
Air India,3/06/2019,Delhi,03:50,Cochin,0,8669
IndiGo,24/06/2019,Delhi,16:00,Cochin,0,6316
Jet Airways,6/03/2019,Delhi,22:20,Cochin,0,12583
Vistara,09/03/2019,Banglore,16:10,New Delhi,0,7923
GoAir,3/03/2019,Delhi,07:00,Cochin,0,7378
Vistara,3/06/2019,Banglore,19:30,Delhi,0,4878
Jet Airways,18/05/2019,Kolkata,16:30,Banglore,0,10844
Jet Airways,3/04/2019,Banglore,08:20,Delhi,0,7229
SpiceJet,21/05/2019,Delhi,06:05,Cochin,0,6297
Jet Airways,12/06/2019,Kolkata,20:00,Banglore,0,8529
Multiple carriers,18/05/2019,Delhi,14:00,Cochin,0,13727
SpiceJet,24/05/2019,Kolkata,08:35,Banglore,0,6643
Multiple carriers,9/05/2019,Delhi,10:00,Cochin,0,10197
SpiceJet,21/04/2019,Kolkata,22:20,Banglore,0,4911
IndiGo,6/03/2019,Chennai,05:15,Kolkata,0,6482
Jet Airways,01/03/2019,Banglore,08:55,New Delhi,0,26890
IndiGo,18/05/2019,Kolkata,19:20,Banglore,0,3717
IndiGo,1/06/2019,Chennai,13:15,Kolkata,0,3597
Air India,18/03/2019,Banglore,11:05,New Delhi,0,10846
Air India,01/03/2019,Banglore,05:50,New Delhi,0,14069
Jet Airways,1/04/2019,Delhi,22:50,Cochin,0,5177
Air India,6/03/2019,Delhi,05:55,Cochin,0,14641
IndiGo,6/06/2019,Delhi,08:35,Cochin,0,6442
Air India,21/03/2019,Delhi,17:45,Cochin,0,5704
Jet Airways,6/05/2019,Kolkata,14:05,Banglore,0,9663
Jet Airways,6/06/2019,Delhi,20:55,Cochin,0,14714
Jet Airways,1/04/2019,Delhi,10:00,Cochin,0,5406
Vistara,15/05/2019,Kolkata,20:20,Banglore,0,8610
Jet Airways,12/06/2019,Delhi,18:25,Cochin,0,14237
IndiGo,9/06/2019,Banglore,07:10,Delhi,0,4823
IndiGo,27/03/2019,Mumbai,20:05,Hyderabad,0,2227
Jet Airways,18/05/2019,Delhi,07:05,Cochin,0,12373
Air India,6/06/2019,Delhi,13:00,Cochin,0,8372
Jet Airways,3/03/2019,Delhi,13:55,Cochin,0,17024
Air India,27/05/2019,Mumbai,21:05,Hyderabad,0,3100
Jet Airways,9/03/2019,Delhi,06:50,Cochin,0,14053
IndiGo,9/05/2019,Chennai,05:15,Kolkata,0,3540
Vistara,21/05/2019,Kolkata,20:20,Banglore,0,9345
Jet Airways,1/06/2019,Delhi,05:30,Cochin,0,10368
Jet Airways,01/03/2019,Banglore,07:00,New Delhi,0,26890
SpiceJet,9/03/2019,Mumbai,08:50,Hyderabad,0,5755
Jet Airways,21/03/2019,Banglore,08:55,New Delhi,0,7832
Jet Airways,6/05/2019,Kolkata,08:25,Banglore,0,14388
Air India,27/06/2019,Delhi,13:15,Cochin,0,8839
Air India,3/03/2019,Delhi,22:00,Cochin,0,22096
Vistara,27/05/2019,Chennai,07:05,Kolkata,0,3687
Multiple carriers,15/05/2019,Delhi,08:30,Cochin,0,9627
Multiple carriers,21/03/2019,Delhi,11:30,Cochin,0,13542
IndiGo,27/04/2019,Banglore,04:00,Delhi,0,4423
IndiGo,3/03/2019,Delhi,04:55,Cochin,0,8899
SpiceJet,21/04/2019,Delhi,06:05,Cochin,0,5583
Air Asia,27/05/2019,Delhi,16:45,Cochin,0,6752
SpiceJet,21/05/2019,Chennai,08:20,Kolkata,0,3543
Jet Airways,21/03/2019,Banglore,08:00,New Delhi,0,7832
Air India,1/05/2019,Kolkata,05:50,Banglore,0,10991
Jet Airways,27/05/2019,Delhi,09:00,Cochin,0,12898
Jet Airways,27/05/2019,Delhi,14:00,Cochin,0,12898
GoAir,24/05/2019,Banglore,11:40,Delhi,0,3398
Air India,24/04/2019,Delhi,05:10,Cochin,0,5201
Air India,6/05/2019,Kolkata,10:00,Banglore,0,13873
Air India,15/06/2019,Delhi,17:40,Cochin,0,7384
Jet Airways,6/06/2019,Delhi,18:15,Cochin,0,10262
Jet Airways,24/03/2019,Kolkata,08:25,Banglore,0,10031
Jet Airways,6/05/2019,Kolkata,09:35,Banglore,0,12384
Jet Airways,9/05/2019,Kolkata,14:05,Banglore,0,7757
Jet Airways,06/03/2019,Banglore,21:25,New Delhi,0,17261
SpiceJet,1/03/2019,Chennai,09:30,Kolkata,0,7298
Jet Airways,6/04/2019,Banglore,15:15,Delhi,0,7229
IndiGo,1/04/2019,Kolkata,04:40,Banglore,0,4174
IndiGo,18/05/2019,Kolkata,17:35,Banglore,0,5699
Air India,24/04/2019,Kolkata,14:15,Banglore,0,4880
Air India,6/03/2019,Delhi,08:00,Cochin,0,15284
Jet Airways,24/03/2019,Kolkata,08:25,Banglore,0,13759
Vistara,24/03/2019,Kolkata,09:55,Banglore,0,16092
IndiGo,9/03/2019,Mumbai,06:20,Hyderabad,0,4392
Jet Airways,24/06/2019,Delhi,20:55,Cochin,0,10262
SpiceJet,12/06/2019,Kolkata,06:55,Banglore,0,3841
GoAir,1/06/2019,Banglore,07:45,Delhi,0,5048
Air India,21/05/2019,Kolkata,07:00,Banglore,0,11096
IndiGo,24/04/2019,Delhi,07:35,Cochin,0,5073
Jet Airways,3/03/2019,Delhi,09:55,Cochin,0,19828
Vistara,21/03/2019,Chennai,07:05,Kolkata,0,3739
Air India,9/03/2019,Delhi,05:00,Cochin,0,10598
Jet Airways,15/06/2019,Banglore,18:55,Delhi,0,7229
Vistara,1/04/2019,Kolkata,17:00,Banglore,0,8610
Vistara,9/05/2019,Delhi,14:40,Cochin,0,6216
Air India,9/06/2019,Banglore,13:20,Delhi,0,6961
Jet Airways,6/05/2019,Kolkata,09:35,Banglore,0,10703
Jet Airways,15/05/2019,Kolkata,17:00,Banglore,0,14151
Jet Airways,9/05/2019,Kolkata,06:30,Banglore,0,8586
IndiGo,12/04/2019,Kolkata,20:20,Banglore,0,4488
Multiple carriers,15/06/2019,Delhi,18:00,Cochin,0,7408
Jet Airways,18/04/2019,Delhi,11:00,Cochin,0,5443
Jet Airways,12/06/2019,Kolkata,09:35,Banglore,0,10539
Multiple carriers,1/06/2019,Delhi,13:00,Cochin,0,7723
Multiple carriers,6/03/2019,Delhi,07:30,Cochin,0,15411
Jet Airways,21/05/2019,Banglore,07:10,Delhi,0,7229
IndiGo,21/06/2019,Kolkata,20:20,Banglore,0,4804
Jet Airways,3/03/2019,Mumbai,02:55,Hyderabad,0,4050
Jet Airways,18/05/2019,Kolkata,17:00,Banglore,0,14151
SpiceJet,6/04/2019,Delhi,17:55,Cochin,0,4957
Air India,03/03/2019,Banglore,21:10,New Delhi,0,7591
Jet Airways,24/03/2019,Kolkata,13:55,Banglore,0,11134
IndiGo,27/05/2019,Delhi,05:05,Cochin,0,6600
Air India,09/03/2019,Banglore,21:10,New Delhi,0,4966
Air India,1/06/2019,Delhi,06:50,Cochin,0,15481
SpiceJet,1/03/2019,Kolkata,22:20,Banglore,0,5515
Jet Airways,15/06/2019,Delhi,08:00,Cochin,0,14714
GoAir,15/06/2019,Delhi,10:35,Cochin,0,4959
Jet Airways,21/04/2019,Banglore,11:10,Delhi,0,7229
Air India,15/05/2019,Delhi,18:05,Cochin,0,6094
Air Asia,24/04/2019,Kolkata,10:20,Banglore,0,4409
Multiple carriers,18/05/2019,Delhi,06:00,Cochin,0,9794
Jet Airways,3/04/2019,Mumbai,02:55,Hyderabad,0,5678
IndiGo,15/06/2019,Delhi,08:35,Cochin,0,6442
Vistara,18/05/2019,Banglore,07:00,Delhi,0,4878
Jet Airways,24/03/2019,Kolkata,21:10,Banglore,0,12446
Jet Airways,9/05/2019,Delhi,23:05,Cochin,0,16704
Jet Airways,15/03/2019,Banglore,05:45,New Delhi,0,9134
Jet Airways,15/05/2019,Kolkata,20:00,Banglore,0,8586
Jet Airways,1/06/2019,Banglore,07:10,Delhi,0,7229
Jet Airways,21/04/2019,Banglore,07:10,Delhi,0,6144
Air India,18/05/2019,Banglore,10:00,Delhi,0,6961
Jet Airways,9/05/2019,Kolkata,16:30,Banglore,0,10844
IndiGo,21/05/2019,Chennai,19:35,Kolkata,0,3597
SpiceJet,21/03/2019,Banglore,10:20,New Delhi,0,7139
Air India,6/03/2019,Mumbai,09:40,Hyderabad,0,25139
Jet Airways,1/06/2019,Delhi,09:40,Cochin,0,10368
Air India,6/04/2019,Delhi,20:40,Cochin,0,5117
Multiple carriers,18/05/2019,Delhi,11:40,Cochin,0,9211
SpiceJet,15/04/2019,Kolkata,17:10,Banglore,0,4174
Multiple carriers,27/05/2019,Delhi,07:30,Cochin,0,10786
Jet Airways,15/03/2019,Banglore,08:00,New Delhi,0,9134
Jet Airways,1/06/2019,Delhi,14:35,Cochin,0,13376
Air India,21/03/2019,Banglore,22:00,New Delhi,0,6955
Jet Airways,9/05/2019,Kolkata,08:25,Banglore,0,10844
Air Asia,1/04/2019,Kolkata,19:55,Banglore,0,3807
Jet Airways,1/05/2019,Kolkata,14:05,Banglore,0,9663
Jet Airways,9/05/2019,Delhi,02:15,Cochin,0,12373
SpiceJet,1/05/2019,Banglore,21:10,Delhi,0,4991
Air India,21/03/2019,Delhi,23:00,Cochin,0,6745
Jet Airways,15/06/2019,Delhi,22:50,Cochin,0,10262
Jet Airways,27/03/2019,Delhi,17:30,Cochin,0,6540
SpiceJet,6/04/2019,Kolkata,17:10,Banglore,0,3873
Jet Airways,9/05/2019,Delhi,21:50,Cochin,0,15554
IndiGo,27/05/2019,Kolkata,20:20,Banglore,0,4804
Jet Airways,27/03/2019,Delhi,23:05,Cochin,0,7438
Air Asia,3/05/2019,Banglore,04:55,Delhi,0,6181
Multiple carriers,1/05/2019,Delhi,19:00,Cochin,0,9424
Air India,12/03/2019,Banglore,17:25,New Delhi,0,12725
Air India,15/03/2019,Banglore,08:15,New Delhi,0,6046
SpiceJet,15/06/2019,Banglore,21:10,Delhi,0,3971
Jet Airways,6/06/2019,Kolkata,20:25,Banglore,0,12692
IndiGo,6/03/2019,Delhi,14:20,Cochin,0,7451
Jet Airways,12/03/2019,Banglore,22:55,New Delhi,0,13817
Jet Airways,6/05/2019,Kolkata,09:35,Banglore,0,10703
Jet Airways,12/03/2019,Banglore,21:25,New Delhi,0,13817
Jet Airways,15/03/2019,Banglore,22:55,New Delhi,0,27210
Jet Airways,18/05/2019,Kolkata,21:10,Banglore,0,13941
Air India,01/03/2019,Banglore,17:00,New Delhi,0,10246
IndiGo,6/05/2019,Kolkata,17:15,Banglore,0,4804
Air Asia,6/06/2019,Kolkata,22:40,Banglore,0,6810
Jet Airways,1/05/2019,Banglore,08:20,Delhi,0,5198
Vistara,3/05/2019,Banglore,21:00,Delhi,0,5613
IndiGo,3/03/2019,Mumbai,21:20,Hyderabad,0,4784
Jet Airways,21/03/2019,Delhi,19:45,Cochin,0,5406
Air India,27/04/2019,Banglore,13:20,Delhi,0,5228
Jet Airways,27/05/2019,Delhi,20:55,Cochin,0,12898
Air India,15/06/2019,Chennai,11:40,Kolkata,0,4667
Jet Airways,21/05/2019,Kolkata,14:05,Banglore,0,14781
Vistara,21/04/2019,Banglore,09:45,Delhi,0,5403
Jet Airways,12/06/2019,Kolkata,14:05,Banglore,0,9899
Jet Airways,21/05/2019,Delhi,19:30,Cochin,0,13029
Vistara,18/05/2019,Kolkata,17:00,Banglore,0,9187
IndiGo,24/05/2019,Banglore,20:00,Delhi,0,4823
Air India,27/03/2019,Delhi,21:30,Cochin,0,8665
IndiGo,6/03/2019,Delhi,08:25,Cochin,0,14871
IndiGo,21/06/2019,Mumbai,06:25,Hyderabad,0,4049
Air India,12/06/2019,Chennai,11:40,Kolkata,0,4667
IndiGo,9/04/2019,Kolkata,19:55,Banglore,0,4226
Air India,03/03/2019,Banglore,06:10,New Delhi,0,7591
Jet Airways,06/03/2019,Banglore,05:45,New Delhi,0,19225
Jet Airways,27/05/2019,Delhi,19:15,Cochin,0,12898
IndiGo,9/06/2019,Mumbai,12:00,Hyderabad,0,2754
SpiceJet,3/05/2019,Mumbai,13:15,Hyderabad,0,1965
Air India,24/03/2019,Kolkata,16:45,Banglore,0,12835
Jet Airways Business,01/03/2019,Banglore,05:45,New Delhi,0,52229
Multiple carriers,15/05/2019,Delhi,08:00,Cochin,0,14533
Vistara,24/06/2019,Banglore,09:45,Delhi,0,4668
Jet Airways,9/04/2019,Delhi,17:30,Cochin,0,11822
Jet Airways,27/03/2019,Delhi,21:50,Cochin,0,6017
Jet Airways,9/06/2019,Delhi,11:30,Cochin,0,14714
SpiceJet,9/06/2019,Chennai,08:20,Kolkata,0,3597
Air Asia,24/04/2019,Banglore,11:10,Delhi,0,3383
Air India,18/05/2019,Kolkata,16:50,Banglore,0,11642
Vistara,27/04/2019,Banglore,21:00,Delhi,0,5403
Air India,3/03/2019,Delhi,16:40,Cochin,0,14221
Jet Airways,18/05/2019,Kolkata,21:10,Banglore,0,8586
IndiGo,12/06/2019,Mumbai,09:10,Hyderabad,0,4049
Jet Airways,3/06/2019,Delhi,19:45,Cochin,0,10262
Multiple carriers,21/05/2019,Delhi,07:00,Cochin,0,7888
Air India,21/03/2019,Delhi,19:45,Cochin,0,8236
Air India,6/06/2019,Delhi,13:20,Cochin,0,12961
Jet Airways,9/05/2019,Kolkata,06:30,Banglore,0,8586
IndiGo,18/05/2019,Kolkata,08:10,Banglore,0,5279
GoAir,18/06/2019,Banglore,20:55,Delhi,0,3419
Jet Airways,15/06/2019,Delhi,05:30,Cochin,0,13292
Jet Airways,15/05/2019,Kolkata,20:25,Banglore,0,13067
IndiGo,3/05/2019,Chennai,13:15,Kolkata,0,3597
Jet Airways,18/05/2019,Delhi,07:05,Cochin,0,15554
IndiGo,15/05/2019,Delhi,17:05,Cochin,0,6027
Jet Airways,9/05/2019,Kolkata,06:30,Banglore,0,14781
Jet Airways,1/06/2019,Delhi,14:35,Cochin,0,13376
IndiGo,27/05/2019,Banglore,21:15,Delhi,0,3943
GoAir,12/06/2019,Delhi,07:25,Cochin,0,5842
IndiGo,15/03/2019,Chennai,05:15,Kolkata,0,4326
Multiple carriers,1/06/2019,Delhi,08:30,Cochin,0,8937
Air India,21/03/2019,Chennai,11:40,Kolkata,0,3670
IndiGo,18/06/2019,Banglore,18:25,Delhi,0,4823
Jet Airways,3/04/2019,Mumbai,19:35,Hyderabad,0,2071
Multiple carriers,27/06/2019,Delhi,14:55,Cochin,0,6093
Vistara,24/03/2019,Kolkata,20:20,Banglore,0,11682
IndiGo,03/03/2019,Banglore,05:25,New Delhi,0,7774
Jet Airways,12/05/2019,Kolkata,17:00,Banglore,0,13067
IndiGo,27/05/2019,Delhi,07:35,Cochin,0,7514
Multiple carriers,9/04/2019,Delhi,17:00,Cochin,0,6838
IndiGo,18/03/2019,Chennai,13:20,Kolkata,0,3858
Multiple carriers,15/06/2019,Delhi,12:50,Cochin,0,6795
Jet Airways,27/05/2019,Delhi,20:00,Cochin,0,16263
Air India,9/05/2019,Kolkata,16:50,Banglore,0,8576
Air India,6/05/2019,Banglore,10:00,Delhi,0,5228
Jet Airways,1/05/2019,Delhi,23:05,Cochin,0,16704
IndiGo,24/03/2019,Kolkata,20:25,Banglore,0,8872
GoAir,3/05/2019,Banglore,11:40,Delhi,0,3898
SpiceJet,21/03/2019,Chennai,17:45,Kolkata,0,3332
Jet Airways,21/05/2019,Kolkata,10:20,Banglore,0,5608
Jet Airways,9/05/2019,Kolkata,08:25,Banglore,0,13941
Multiple carriers,21/03/2019,Delhi,07:30,Cochin,0,9100
Vistara,15/06/2019,Banglore,17:00,Delhi,0,4878
IndiGo,1/06/2019,Delhi,07:30,Cochin,0,6416
SpiceJet,12/05/2019,Mumbai,05:45,Hyderabad,0,2017
Jet Airways,27/03/2019,Delhi,19:10,Cochin,0,10976
Jet Airways,24/03/2019,Kolkata,19:45,Banglore,0,10031
IndiGo,18/03/2019,Kolkata,05:30,Banglore,0,4462
IndiGo,1/04/2019,Delhi,07:35,Cochin,0,5073
IndiGo,27/03/2019,Chennai,05:15,Kolkata,0,4326
Multiple carriers Premium economy,21/03/2019,Delhi,07:30,Cochin,0,10161
IndiGo,12/06/2019,Mumbai,16:55,Hyderabad,0,3175
Vistara,24/03/2019,Kolkata,20:20,Banglore,0,12312
Jet Airways,21/03/2019,Delhi,18:20,Cochin,0,12604
Multiple carriers,15/06/2019,Delhi,07:30,Cochin,0,10877
IndiGo,18/05/2019,Kolkata,06:20,Banglore,0,4226
Jet Airways,6/04/2019,Delhi,08:00,Cochin,0,5406
IndiGo,15/05/2019,Delhi,02:00,Cochin,0,8618
IndiGo,18/04/2019,Kolkata,17:15,Banglore,0,4174
GoAir,1/06/2019,Delhi,14:25,Cochin,0,10651
Jet Airways,21/03/2019,Delhi,18:15,Cochin,0,5963
Jet Airways,12/06/2019,Delhi,09:40,Cochin,0,10368
IndiGo,6/03/2019,Mumbai,15:45,Hyderabad,0,7681
Multiple carriers,21/05/2019,Delhi,12:50,Cochin,0,7485
Jet Airways,3/04/2019,Banglore,15:15,Delhi,0,4544
SpiceJet,15/04/2019,Kolkata,15:05,Banglore,0,4649
Vistara,12/05/2019,Chennai,17:45,Kolkata,0,11982
Jet Airways,24/06/2019,Mumbai,07:05,Hyderabad,0,4995
IndiGo,9/05/2019,Kolkata,08:10,Banglore,0,5069
SpiceJet,1/06/2019,Kolkata,22:20,Banglore,0,3873
SpiceJet,27/04/2019,Kolkata,22:20,Banglore,0,3873
Air India,27/05/2019,Delhi,09:45,Cochin,0,8907
Jet Airways,9/06/2019,Kolkata,21:10,Banglore,0,10844
Jet Airways,15/05/2019,Kolkata,21:10,Banglore,0,10844
Jet Airways,6/05/2019,Kolkata,21:10,Banglore,0,9663
Jet Airways,1/06/2019,Delhi,21:25,Cochin,0,13292
Jet Airways,12/06/2019,Delhi,05:30,Cochin,0,14441
Jet Airways,9/06/2019,Mumbai,02:55,Hyderabad,0,4050
IndiGo,09/03/2019,Banglore,21:20,New Delhi,0,6144
IndiGo,6/03/2019,Delhi,07:30,Cochin,0,14871
Air Asia,18/04/2019,Banglore,11:10,Delhi,0,4483
IndiGo,15/05/2019,Delhi,10:35,Cochin,0,6979
Jet Airways,27/06/2019,Mumbai,10:20,Hyderabad,0,8040
IndiGo,1/06/2019,Delhi,09:15,Cochin,0,7048
SpiceJet,27/06/2019,Banglore,09:30,Delhi,0,3573
IndiGo,27/05/2019,Delhi,16:00,Cochin,0,5054
Air India,1/06/2019,Delhi,21:00,Cochin,0,8582
Air Asia,9/06/2019,Delhi,07:55,Cochin,0,8759
IndiGo,27/04/2019,Delhi,07:35,Cochin,0,6442
Air India,18/05/2019,Delhi,03:50,Cochin,0,8879
Jet Airways,24/03/2019,Kolkata,21:10,Banglore,0,10031
Jet Airways,3/06/2019,Delhi,05:30,Cochin,0,10368
IndiGo,24/06/2019,Banglore,13:00,Delhi,0,3943
IndiGo,3/03/2019,Delhi,04:45,Cochin,0,14871
Jet Airways,18/06/2019,Mumbai,08:45,Hyderabad,0,4995
Multiple carriers,24/06/2019,Delhi,10:20,Cochin,0,10791
SpiceJet,3/06/2019,Mumbai,05:45,Hyderabad,0,2753
IndiGo,9/04/2019,Banglore,10:10,Delhi,0,4423
Air Asia,27/05/2019,Kolkata,10:20,Banglore,0,4409
Air India,9/05/2019,Kolkata,19:00,Banglore,0,6117
Jet Airways,21/05/2019,Delhi,19:10,Cochin,0,15129
Vistara,6/06/2019,Kolkata,20:20,Banglore,0,9345
Vistara,9/05/2019,Kolkata,07:10,Banglore,0,8085
Jet Airways,6/05/2019,Delhi,13:00,Cochin,0,15554
SpiceJet,21/05/2019,Banglore,09:30,Delhi,0,3573
Multiple carriers,3/03/2019,Delhi,17:00,Cochin,0,17073
Multiple carriers,9/06/2019,Delhi,11:40,Cochin,0,6795
Vistara,21/03/2019,Banglore,07:00,New Delhi,0,5403
IndiGo,15/05/2019,Chennai,05:15,Kolkata,0,3540
Vistara,24/04/2019,Delhi,14:40,Cochin,0,6216
Jet Airways,21/05/2019,Banglore,15:50,Delhi,0,3359
Jet Airways,24/05/2019,Kolkata,18:55,Banglore,0,10844
Air India,15/06/2019,Banglore,13:20,Delhi,0,6961
Air Asia,3/04/2019,Kolkata,10:20,Banglore,0,4107
Multiple carriers,21/03/2019,Delhi,09:10,Cochin,0,13069
Jet Airways,24/06/2019,Delhi,11:45,Cochin,0,13357
IndiGo,1/06/2019,Delhi,16:10,Cochin,0,6938
Jet Airways,27/06/2019,Delhi,09:35,Cochin,0,13292
Air India,01/03/2019,Banglore,08:50,New Delhi,0,26743
Multiple carriers,21/03/2019,Delhi,06:40,Cochin,0,13568
Multiple carriers,6/03/2019,Delhi,11:40,Cochin,0,15353
IndiGo,15/05/2019,Chennai,14:45,Kolkata,0,3597
Jet Airways,24/03/2019,Kolkata,21:10,Banglore,0,10031
Air India,9/05/2019,Kolkata,09:25,Banglore,0,14687
Jet Airways,6/06/2019,Banglore,19:50,Delhi,0,7229
GoAir,9/05/2019,Delhi,14:25,Cochin,0,10188
Vistara,09/03/2019,Banglore,07:00,New Delhi,0,7398
Jet Airways,18/05/2019,Delhi,13:25,Cochin,0,16704
IndiGo,01/03/2019,Banglore,16:55,New Delhi,0,8153
Jet Airways,9/04/2019,Banglore,07:10,Delhi,0,7229
Multiple carriers,27/05/2019,Delhi,13:00,Cochin,0,6943
Multiple carriers,1/06/2019,Delhi,06:40,Cochin,0,8937
Air India,3/03/2019,Delhi,07:05,Cochin,0,9400
Vistara,24/03/2019,Kolkata,07:10,Banglore,0,13152
IndiGo,1/06/2019,Banglore,22:10,Delhi,0,3419
Vistara,12/06/2019,Kolkata,20:20,Banglore,0,7927
Air India,15/03/2019,Banglore,05:50,New Delhi,0,9796
Vistara,03/03/2019,Banglore,11:30,New Delhi,0,8028
Multiple carriers,6/03/2019,Delhi,13:05,Cochin,0,10759
Multiple carriers,21/05/2019,Delhi,07:00,Cochin,0,10197
Air India,1/06/2019,Banglore,21:05,Delhi,0,5228
Multiple carriers,18/05/2019,Delhi,10:00,Cochin,0,9275
IndiGo,3/03/2019,Chennai,22:05,Kolkata,0,5277
Jet Airways,18/05/2019,Delhi,14:35,Cochin,0,13848
IndiGo,15/05/2019,Delhi,14:20,Cochin,0,6412
Jet Airways,18/05/2019,Kolkata,16:30,Banglore,0,13941
Vistara,6/05/2019,Banglore,07:00,Delhi,0,4668
IndiGo,18/06/2019,Banglore,01:30,Delhi,0,3419
IndiGo,6/04/2019,Banglore,22:10,Delhi,0,3943
Air India,24/05/2019,Kolkata,14:35,Banglore,0,6528
Jet Airways,21/05/2019,Banglore,17:45,Delhi,0,7229
Multiple carriers,21/03/2019,Delhi,13:00,Cochin,0,13542
Jet Airways,12/06/2019,Kolkata,18:55,Banglore,0,8529
Jet Airways,21/06/2019,Banglore,15:15,Delhi,0,8016
Jet Airways,9/05/2019,Delhi,19:30,Cochin,0,13029
Jet Airways,9/05/2019,Delhi,23:05,Cochin,0,15129
Jet Airways,9/06/2019,Delhi,19:30,Cochin,0,10368
Air India,3/03/2019,Delhi,18:05,Cochin,0,8666
Jet Airways,18/05/2019,Delhi,10:00,Cochin,0,15554
Jet Airways,01/03/2019,Banglore,05:45,New Delhi,0,26890
Jet Airways,21/05/2019,Kolkata,17:00,Banglore,0,13067
Jet Airways,1/04/2019,Banglore,06:00,Delhi,0,4544
Vistara,21/05/2019,Kolkata,20:20,Banglore,0,8452
Multiple carriers,27/06/2019,Delhi,06:00,Cochin,0,7268
Multiple carriers,9/05/2019,Delhi,08:30,Cochin,0,9627
Multiple carriers,9/05/2019,Delhi,11:25,Cochin,0,9103
Multiple carriers,9/04/2019,Delhi,08:00,Cochin,0,11142
IndiGo,9/03/2019,Kolkata,05:30,Banglore,0,4148
Jet Airways,18/05/2019,Kolkata,16:30,Banglore,0,10844
Multiple carriers,6/06/2019,Delhi,09:45,Cochin,0,9646
IndiGo,1/03/2019,Mumbai,12:00,Hyderabad,0,12475
Jet Airways,18/05/2019,Delhi,22:50,Cochin,0,15554
Jet Airways,27/06/2019,Delhi,07:05,Cochin,0,10262
Air India,12/06/2019,Banglore,13:20,Delhi,0,6961
Jet Airways,15/06/2019,Delhi,14:00,Cochin,0,10262
Jet Airways,27/06/2019,Delhi,16:00,Cochin,0,10262
IndiGo,9/05/2019,Banglore,23:30,Delhi,0,3943
Air India,24/05/2019,Mumbai,19:30,Hyderabad,0,3625
Multiple carriers,21/03/2019,Delhi,09:00,Cochin,0,13378
Jet Airways,15/06/2019,Delhi,11:45,Cochin,0,13882
IndiGo,18/06/2019,Banglore,05:30,Delhi,0,3943
Air India,15/05/2019,Kolkata,09:25,Banglore,0,14687
Air Asia,27/05/2019,Delhi,07:55,Cochin,0,6451
